sku,total_rev,total_qty,description,cumrev,cumrev_pct,abc_class,CoV,xyz_class,active_month,abc_xyz
85199S,2736.99,5954,SMALL HANGING IVORY/RED WOOD BIRD,16853373.68999999,86.61635033506471,B,1.0157546146686265,Z,25.0,BZ
22524,2736.2,1940,CHILDRENS GARDEN GLOVES BLUE,16856109.88999999,86.63041278108568,B,0.6791727897243305,Y,15.0,BY
22597,2730.6,4470,CHRISTMAS MUSICAL ZINC HEART,16858840.48999999,86.64444644642624,B,1.3872124812801758,Z,18.0,BZ
22828,2730.0,18,REGENCY MIRROR WITH SHUTTERS,16861570.48999999,86.65847702812248,B,0.569662172854805,Y,8.0,BY
21788,2729.34,3380,KIDS RAIN MAC BLUE,16864299.82999999,86.67250421780996,B,0.6024210391311835,Y,25.0,BY
21818,2721.65,4358,GLITTER CHRISTMAS HEART,16867021.47999999,86.68649188545594,B,1.510023233137676,Z,22.0,BZ
23147,2717.3999999999996,1844,SINGLE ANTIQUE ROSE HOOK IVORY,16869738.879999988,86.70045771062127,B,0.6387299945208409,Y,9.0,BY
22675,2716.52,2194,FRENCH KITCHEN SIGN BLUE METAL,16872455.399999987,86.71441901310824,B,0.8083932917493801,Y,17.0,BY
23396,2714.41,650,BUTTERFLY CUSHION COVER,16875169.809999987,86.72836947144599,B,0.5873512233460274,Y,4.0,BY
21096,2714.3,15922,SET/6 FRUIT SALAD  PAPER PLATES,16877884.10999999,86.74231936444896,B,2.6763867297802877,Z,20.0,BZ
22436,2711.1,4252,12 COLOURED PARTY BALLOONS,16880595.20999999,86.75625281134884,B,0.7822768183337228,Y,21.0,BY
22376,2706.5299999999997,540,AIRLINE BAG VINTAGE JET SET WHITE,16883301.73999999,86.77016277115776,B,0.6194898855797563,Y,22.0,BY
23290,2701.8900000000003,2262,SPACEBOY CHILDRENS BOWL,16886003.62999999,86.7840488841172,B,0.4939862843133164,X,7.0,BX
22479,2695.2799999999997,1948,DAISY GARDEN MARKER,16888698.909999993,86.79790102559494,B,1.3876306617553773,Z,22.0,BZ
22094,2693.84,3586,RED POLKA DOT TISSUE BOX,16891392.749999993,86.81174576632628,B,1.2127286429700737,Z,25.0,BZ
22152,2685.84,6327,PLACE SETTING WHITE STAR,16894078.589999992,86.82554939179991,B,1.1586622917273797,Z,22.0,BZ
22028,2679.5,6379,PENNY FARTHING BIRTHDAY CARD,16896758.089999992,86.83932043343181,B,0.5728011158142012,Y,25.0,BY
21923,2678.54,339,RED/CREAM STRIPE FRINGE HAMMOCK,16899436.62999999,86.85308654123277,B,1.1273811827037108,Z,9.0,BZ
23333,2674.2,2072,IVORY WICKER HEART MEDIUM,16902110.82999999,86.86683034400642,B,0.685469644571875,Y,5.0,BY
85049F,2671.5,2140,BABY BOOM RIBBONS,16904782.32999999,86.88056027038058,B,0.7957781052265418,Y,22.0,BY
23164,2668.9700000000003,571,REGENCY CAKE SLICE,16907451.29999999,86.89427719405451,B,0.5104820961987722,Y,7.0,BY
22713,2668.2799999999997,6206,CARD I LOVE LONDON,16910119.57999999,86.90799057153745,B,0.5909707437233257,Y,19.0,BY
72800E,2667.74,1355,4 IVORY DINNER CANDLES SILVER FLOCK,16912787.31999999,86.92170117374049,B,1.2191905558560514,Z,25.0,BZ
23212,2666.73,2161,HEART WREATH DECORATION WITH BELL,16915454.04999999,86.93540658514225,B,0.6709523573306889,Y,7.0,BY
47480,2666.29,1625,HANGING PHOTO CLIP ROPE LADDER,16918120.33999999,86.94910973520483,B,0.995284741155179,Y,25.0,BY
85049B,2665.8,2136,LUSH GREENS RIBBONS,16920786.13999999,86.96281036695788,B,0.5921225947689006,Y,14.0,BY
22270,2664.92,692,HAPPY EASTER HANGING DECORATION,16923451.05999999,86.97650647603258,B,1.3257510441826057,Z,20.0,BZ
21204,2663.2499999999995,1595,DAISIES  HONEYCOMB GARLAND,16926114.30999999,86.99019400229724,B,1.323252906317988,Z,25.0,BZ
21897,2659.0600000000004,872,POTTING SHED CANDLE CITRONELLA,16928773.36999999,87.00385999444565,B,1.4519272547670075,Z,15.0,BZ
23341,2656.7200000000003,298,PINK DINER WALL CLOCK,16931430.08999999,87.0175139603812,B,0.5977802781157668,Y,7.0,BY
21422,2655.72,3203,PORCELAIN ROSE SMALL,16934085.809999987,87.0311627869095,B,0.9651898651219027,Y,24.0,BY
22937,2655.3199999999997,1010,BAKING MOULD CHOCOLATE CUPCAKES,16936741.129999988,87.04480955767495,B,0.95544838939429,Y,12.0,BY
23100,2648.29,2097,SILVER BELLS TABLE DECORATION,16939389.419999987,87.05842019840766,B,0.8939849365149742,Y,8.0,BY
90057,2645.88,1780,DIAMANTE RING ASSORTED IN BOX.,16942035.299999986,87.072018453169,B,1.0779977389171396,Z,13.0,BZ
84849D,2645.31,1574,HOT BATHS SOAP HOLDER,16944680.609999985,87.0856137784682,B,0.827811175586468,Y,24.0,BY
90062,2642.42,208,CARNIVAL BRACELET,16947323.029999986,87.09919425088057,B,0.9049502258370918,Y,16.0,BY
22146,2640.93,1417,EASTER CRAFT IVY WREATH WITH CHICK,16949963.959999986,87.1127670655762,B,1.861840317601039,Z,10.0,BZ
22495,2633.8100000000004,859,SET OF 2 ROUND TINS CAMEMBERT,16952597.769999985,87.12630328769244,B,1.015391330209773,Z,24.0,BZ
82597,2624.26,1236,BOMBS AWAY METAL SIGN,16955222.029999986,87.1397904284698,B,0.4464676109424186,X,12.0,BX
47585A,2620.38,1086,PINK FAIRY CAKE CUSHION COVER,16957842.409999985,87.15325762834715,B,2.723737540871627,Z,25.0,BZ
22735,2615.38,1487,RIBBON REEL SOCKS AND MITTENS,16960457.789999984,87.16669913118842,B,0.7222180675065216,Y,11.0,BY
22933,2612.5800000000004,950,BAKING MOULD EASTER EGG MILK CHOC,16963070.369999982,87.1801262436895,B,1.440033514195684,Z,10.0,BZ
22439,2612.4900000000002,3920,6 ROCKET BALLOONS,16965682.85999998,87.19355289364393,B,0.563403186457269,Y,21.0,BY
37502,2611.59,872,TEA TIME MUG IN GIFT BOX,16968294.44999998,87.20697491813185,B,0.8545417263996343,Y,8.0,BY
21742,2606.4500000000003,429,LARGE ROUND WICKER PLATTER,16970900.89999998,87.2203705260667,B,0.8209823081137172,Y,25.0,BY
21215,2605.5,4502,IVORY PAPER CUP CAKE CASES,16973506.39999998,87.2337612515647,B,0.736295752192422,Y,24.0,BY
21171,2601.93,1860,BATHROOM METAL SIGN,16976108.32999998,87.24713362937895,B,0.93930850537096,Y,21.0,BY
85035B,2598.76,999,CHOCOLATE 3 WICK MORRIS BOX CANDLE,16978707.08999998,87.26048971527233,B,2.044924008139394,Z,22.0,BZ
22990,2596.9500000000003,529,COTTON APRON PANTRY DESIGN,16981304.03999998,87.27383649883865,B,0.7692339914445018,Y,10.0,BY
22046,2592.5,6325,TEA PARTY  WRAPPING PAPER,16983896.53999998,87.28716041204285,B,0.6153252320977725,Y,25.0,BY
22415,2591.7000000000003,326,WHITE TISSUE REAM,16986488.23999998,87.30048021372127,B,0.6500751989668518,Y,14.0,BY
21589,2583.4500000000003,1119,SWALLOW GIANT TUBE MATCHES,16989071.68999998,87.31375761529019,B,0.4760335843916902,X,7.0,BX
22500,2583.06,499,SET OF 2 TINS JARDIN DE PROVENCE,16991654.749999978,87.32703301249029,B,0.7099114344185884,Y,23.0,BY
23146,2582.48,776,TRIPLE HOOK ANTIQUE IVORY ROSE,16994237.229999978,87.34030542883421,B,0.6246697767221076,Y,9.0,BY
22190,2582.04,1291,LOCAL CAFE MUG,16996819.269999977,87.35357558383895,B,0.9468802930636541,Y,25.0,BY
21642,2580.3799999999997,4417,ASSORTED TUTTI FRUTTI PEN,16999399.649999976,87.36683720742771,B,1.0877769642743316,Z,23.0,BZ
23266,2578.61,1946,SET OF 3 WOODEN STOCKING DECORATION,17001978.259999976,87.3800897342657,B,0.9416013019048318,Y,7.0,BY
21653,2576.17,1251,GLASS ETCHED T-LIGHT HOLDER LARGE,17004554.429999977,87.39332972095009,B,0.6645421967306298,Y,11.0,BY
21288,2572.81,986,STRIPEY CHOCOLATE NESTING BOXES,17007127.239999976,87.40655243922625,B,1.2428048124904416,Z,25.0,BZ
85034C,2572.46,1291,3 ROSE MORRIS BOXED CANDLES,17009699.699999977,87.41977335870988,B,2.2066081301079565,Z,22.0,BZ
23054,2571.67,293,RECYCLED ACAPULCO MAT LAVENDER,17012271.36999998,87.43299021806182,B,0.6349361323651269,Y,9.0,BY
20960,2570.92,1908,WATERMELON BATH SPONGE,17014842.28999998,87.44620322285833,B,0.9170339574148969,Y,15.0,BY
22829,2568.0699999999997,251,BROCANTE SHELF WITH HOOKS,17017410.35999998,87.45940158034429,B,0.5421304158089344,Y,13.0,BY
21262,2556.5200000000004,631,WHITE GOOSE FEATHER CHRISTMAS TREE,17019966.87999998,87.47254057767691,B,0.9458762229388945,Y,18.0,BY
21792,2551.7000000000003,498,CLASSIC FRENCH STYLE BASKET GREEN,17022518.57999998,87.48565480306675,B,1.535525880355118,Z,20.0,BZ
22471,2550.08,594,TV DINNER TRAY AIR HOSTESS,17025068.659999978,87.49876070261689,B,1.2014961496945662,Z,20.0,BZ
22342,2546.2599999999998,1837,HOME GARLAND PAINTED ZINC,17027614.91999998,87.5118469696315,B,0.5868219122682866,Y,24.0,BY
21898,2544.71,829,POTTING SHED ROSE CANDLE,17030159.62999998,87.52492527056492,B,1.7624591234194655,Z,15.0,BZ
84012,2540.88,1726,MAGIC SHEEP WOOL GROWING FROM PAPER,17032700.50999998,87.5379838875687,B,1.231813430593094,Z,24.0,BZ
20787,2535.1,69,BLUE RETRO BAR STOOL,17035235.60999998,87.5510127987988,B,1.651265596090792,Z,8.0,BZ
23292,2531.8,2041,SPACE BOY CHILDRENS CUP,17037767.40999998,87.56402474998508,B,0.4888036426260417,X,7.0,BX
21203,2530.2999999999997,1541,BUTTERFLIES  HONEYCOMB GARLAND,17040297.709999982,87.57702899206053,B,0.9595575667941868,Y,9.0,BY
21680,2527.23,2911,WOODLAND  STICKERS,17042824.939999983,87.59001745615583,B,0.9420280340006404,Y,25.0,BY
21323,2523.89,744,HANGING MEDINA LANTERN LARGE,17045348.829999983,87.60298875463106,B,1.2478678775401297,Z,8.0,BZ
21431,2519.6099999999997,1488,GREEN GINGHAM FLOWER JEWELLERY BOX,17047868.439999983,87.61593805644337,B,0.7733836183752075,Y,12.0,BY
85054,2518.63,923,FRENCH ENAMEL POT W LID,17050387.06999998,87.62888232163661,B,1.054764188448362,Z,24.0,BZ
72799E,2517.4,1057,IVORY PILLAR CANDLE SILVER FLOCK,17052904.46999998,87.64182026535899,B,1.3075005252925673,Z,23.0,BZ
23407,2513.56,248,SET OF 2 TRAYS HOME SWEET HOME,17055418.02999998,87.65473847375766,B,0.6138928061027176,Y,4.0,BY
22091,2503.89,3194,EMPIRE TISSUE BOX,17057921.91999998,87.66760698408858,B,1.2603642687629346,Z,25.0,BZ
85034B,2503.86,1121,3 WHITE CHOC MORRIS BOXED CANDLES,17060425.77999998,87.68047534023728,B,1.8580356816298866,Z,19.0,BZ
21686,2500.09,66,MEDINA STAMPED METAL STOOL,17062925.86999998,87.69332432082076,B,0.8240530085386149,Y,17.0,BY
84840,2498.76,287,SWEETHEART CARRY-ALL BASKET,17065424.62999998,87.70616646599268,B,0.7516321877598805,Y,10.0,BY
22911,2498.6000000000004,868,PAPER CHAIN KIT LONDON,17067923.22999998,87.71900778885943,B,0.8240457104350206,Y,15.0,BY
85041,2498.12,1858,SET/4 PINK ORCHID CANDLES IN BOWL,17070421.349999983,87.7318466448107,B,1.2075043682499003,Z,8.0,BZ
21924,2486.6600000000003,315,BLUE/CREAM STRIPE FRINGE HAMMOCK,17072908.009999983,87.74462660315533,B,1.0459877203014996,Z,10.0,BZ
22789,2486.23,1271,T-LIGHT HOLDER SWEETHEART HANGING,17075394.239999983,87.75740435155481,B,0.7375099406307937,Y,15.0,BY
85206B,2485.5499999999997,1543,PINK FELT EASTER EGG BASKET,17077879.789999984,87.77017860515741,B,1.1053943761191638,Z,6.0,BZ
85116,2480.9,2040,BLACK CANDELABRA T-LIGHT HOLDER,17080360.689999983,87.78292896051644,B,1.3553452719357053,Z,23.0,BZ
21823,2480.33,2487,PAINTED METAL HEART WITH HOLLY BELL,17082841.01999998,87.79567638641336,B,1.449210509155908,Z,18.0,BZ
22021,2473.2099999999996,1439,BLUE FELT EASTER EGG BASKET,17085314.22999998,87.80838721973093,B,1.201897682335009,Z,10.0,BZ
21809,2471.77,3017,CHRISTMAS HANGING TREE WITH BELL,17087785.99999998,87.8210906523021,B,1.3828628288066118,Z,16.0,BZ
21789,2464.19,2950,KIDS RAIN MAC PINK,17090250.189999983,87.8337551281666,B,0.7729189888250979,Y,25.0,BY
85036A,2463.96,638,GARDENIA 1 WICK MORRIS BOXED CANDLE,17092714.149999984,87.84641842196743,B,0.9861497083691568,Y,23.0,BY
22153,2463.2400000000002,5698,ANGEL DECORATION STARS ON DRESS,17095177.389999982,87.85907801539506,B,1.0083648686216709,Z,19.0,BZ
21330,2460.6699999999996,1456,WOODLAND ANIMAL  WRITING SET,17097638.059999984,87.87172440054614,B,0.9707348461356302,Y,10.0,BY
23264,2458.3,1807,SET OF 3 WOODEN SLEIGH DECORATIONS,17100096.359999985,87.88435860530215,B,1.062731046985534,Z,7.0,BZ
20668,2457.89,20964,DISCO BALL CHRISTMAS DECORATION,17102554.249999985,87.89699070290118,B,1.3933514423364197,Z,25.0,BZ
84509F,2456.1,2781,NEW ENGLAND PLACEMATS,17105010.349999987,87.90961360096131,B,3.3255843762166823,Z,12.0,BZ
21106,2455.09,801,CREAM SLICE FLANNEL CHOCOLATE SPOT,17107465.439999986,87.92223130822015,B,1.013655764491646,Z,25.0,BZ
21747,2453.6,2050,SMALL SKULL WINDMILL,17109919.039999988,87.93484135776222,B,1.2166285463276507,Z,23.0,BZ
22306,2453.59,1690,SILVER MUG BONE CHINA TREE OF LIFE,17112372.629999988,87.94745135591023,B,1.1887796544900275,Z,15.0,BZ
84509B,2452.79,648,FAIRY CAKE PLACEMATS,17114825.419999987,87.96005724253247,B,0.7132582988279224,Y,24.0,BY
22758,2452.39,1958,LARGE PURPLE BABUSHKA NOTEBOOK,17117277.809999987,87.97266107339182,B,1.2117730347860176,Z,17.0,BZ
22362,2452.05,763,GLASS JAR PEACOCK BATH SALTS,17119729.85999999,87.98526315685274,B,0.7539141194147434,Y,21.0,BY
21274,2446.19,177,EMBOSSED HEART 3 DRAWER SHELF,17122176.04999999,87.99783512338736,B,0.5401533940144371,Y,12.0,BY
84795B,2442.69,306,SUNSET CHECK HAMMOCK,17124618.73999999,88.01038910199674,B,0.8188420778144668,Y,20.0,BY
22537,2439.0,5901,MAGIC DRAWING SLATE DINOSAUR,17127057.73999999,88.02292411619348,B,1.2972689261093222,Z,22.0,BZ
21873,2437.25,2075,IF YOU CAN'T STAND THE HEAT MUG,17129494.98999999,88.0354501364276,B,1.7835361260387401,Z,25.0,BZ
23316,2431.87,245,RED REFECTORY CLOCK,17131926.859999992,88.04794850665091,B,0.6125668087956573,Y,7.0,BY
85035A,2429.81,663,GARDENIA 3 WICK MORRIS BOXED CANDLE,17134356.66999999,88.06043628969535,B,1.0895886360826879,Z,22.0,BZ
21973,2428.73,1676,SET OF 36 MUSHROOM PAPER DOILIES,17136785.39999999,88.07291852218,B,1.0483812806408586,Z,23.0,BZ
22609,2416.67,7120,PENS ASSORTED SPACEBALL,17139202.069999993,88.08533877341364,B,0.9987746075067372,Y,22.0,BY
22540,2415.12,6035,MINI JIGSAW CIRCUS PARADE,17141617.189999994,88.0977510585661,B,0.9499149032026903,Y,21.0,BY
21741,2411.7700000000004,739,COSY SLIPPER SHOES LARGE GREEN,17144028.959999993,88.11014612670441,B,1.1821045196667608,Z,21.0,BZ
85034A,2411.07,859,3 GARDENIA MORRIS BOXED CANDLES,17146440.029999994,88.12253759725765,B,1.9287459133268485,Z,23.0,BZ
22613,2410.44,3040,PACK OF 20 SPACEBOY NAPKINS,17148850.469999995,88.13492582998434,B,0.8762058735022709,Y,20.0,BY
21187,2409.3199999999997,1446,WHITE BELL HONEYCOMB PAPER GARLAND,17151259.789999995,88.14730830657496,B,1.241582600864728,Z,20.0,BZ
22321,2408.73,2605,BIRD DECORATION RED SPOT,17153668.519999996,88.15968775091531,B,0.635865885159032,Y,24.0,BY
10133,2407.59,3882,COLOURING PENCILS BROWN TUBE,17156076.109999996,88.17206133633144,B,1.2853730169605324,Z,22.0,BZ
21616,2405.48,1136,4 PEAR BOTANICAL DINNER CANDLES,17158481.589999996,88.18442407759835,B,2.0046057986616925,Z,24.0,BZ
21540,2403.45,1325,DAIRY MAID CERAMIC BUTTER DISH,17160885.039999995,88.19677638586862,B,2.6113674090911148,Z,10.0,BZ
21696,2398.6500000000005,798,SMALL SILVER TRELLIS CANDLEPOT,17163283.689999994,88.20910402498424,B,0.7281647427057921,Y,24.0,BY
35001G,2395.85,745,HAND OPEN SHAPE GOLD,17165679.539999995,88.22141727375967,B,1.5088443018624886,Z,23.0,BZ
23424,2394.4900000000002,447,GINGHAM RECIPE BOOK BOX,17168074.029999994,88.23372353294128,B,0.6404881718675309,Y,4.0,BY
23400,2390.59,458,SHELF WITH 4 HOOKS HOME SWEET HOME,17170464.619999994,88.24600974843476,B,1.011374357777363,Z,3.0,BZ
23028,2387.0299999999997,1375,DRAWER KNOB CRACKLE GLAZE BLUE,17172851.649999995,88.25827766763858,B,0.7206392754279054,Y,6.0,BY
84818,2385.59,1790,DANISH ROSE PHOTO FRAME,17175237.239999995,88.27053818609598,B,1.2869567342429213,Z,23.0,BZ
21826,2383.24,1833,EIGHT PIECE DINOSAUR SET,17177620.479999993,88.28278662694642,B,0.6647240699426195,Y,16.0,BY
21824,2382.3799999999997,2803,PAINTED METAL STAR WITH HOLLY BELLS,17180002.859999992,88.29503064790666,B,1.3124861587454584,Z,13.0,BZ
85059,2381.2200000000003,698,FRENCH ENAMEL WATER BASIN,17182384.07999999,88.30726870715453,B,1.2794751251509435,Z,24.0,BZ
23406,2378.9900000000002,451,HOME SWEET HOME KEY HOLDER,17184763.06999999,88.31949530552433,B,0.8103335702341161,Y,4.0,BY
23497,2378.8199999999997,1666,CLASSIC CHROME BICYCLE BELL,17187141.88999999,88.33172103019487,B,1.2224654016450158,Z,3.0,BZ
21464,2376.0,560,DISCO BALL ROTATOR BATTERY OPERATED,17189517.88999999,88.3439322617371,B,0.725932758230946,Y,25.0,BY
47570,2373.01,220,ENGLISH ROSE TABLE CLOTH,17191890.89999999,88.35612812645175,B,0.6197090092925446,Y,5.0,BY
21468,2372.64,672,BUTTERFLY CROCHET FOOD COVER,17194263.53999999,88.36832208958573,B,1.787820220602484,Z,23.0,BZ
22986,2368.9,5745,GINGHAM ROSE WRAP,17196632.43999999,88.38049683133671,B,0.40565036165715046,X,15.0,BX
22448,2366.1800000000003,718,PIN CUSHION RUSSIAN DOLL RED,17198998.61999999,88.39265759390008,B,1.7466811974870595,Z,21.0,BZ
21126,2360.48,2333,SET OF 6 GIRLS CELEBRATION CANDLES,17201359.09999999,88.40478906184234,B,1.360967482274319,Z,25.0,BZ
84459B,2358.5699999999997,1480,YELLOW METAL CHICKEN HEART,17203717.66999999,88.4169107135168,B,1.1961430972022788,Z,17.0,BZ
22421,2357.3,4743,LIPSTICK PEN FUSCHIA,17206074.96999999,88.4290258381441,B,0.7829562195367006,Y,20.0,BY
22983,2354.92,5526,CARD BILLBOARD FONT,17208429.889999993,88.44112873098224,B,0.4500389606530514,X,14.0,BX
23412,2354.8,358,HEART MIRROR ANTIQUE WHITE,17210784.689999994,88.45323100709152,B,,Z,,BZ
21437,2354.67,678,24 HANGING EASTER EGGS FLORAL TUB,17213139.359999996,88.46533261507786,B,0.7316030693097567,Y,4.0,BY
23048,2351.79,575,SET OF 10 LANTERNS FAIRY LIGHT STAR,17215491.149999995,88.4774194215714,B,1.311691500915051,Z,9.0,BZ
22852,2348.53,539,ENAMEL DOG BOWL CREAM,17217839.679999996,88.48948947359744,B,0.6978340916726071,Y,15.0,BY
21615,2347.35,1178,4 LAVENDER BOTANICAL DINNER CANDLES,17220187.029999997,88.50155346112297,B,2.033431676240278,Z,24.0,BZ
85114A,2341.8399999999997,1410,BLACK ENCHANTED FOREST PLACEMAT,17222528.869999997,88.51358913051472,B,1.038177455155613,Z,19.0,BZ
21708,2341.37,613,FOLDING UMBRELLA  CREAM/MULTI  SPOT,17224870.24,88.52562238438509,B,1.7002516926429456,Z,22.0,BZ
21947,2340.5,1706,SET OF 6 HEART CHOPSTICKS,17227210.74,88.53765116697119,B,0.8348294749533378,Y,25.0,BY
22453,2340.1200000000003,849,MEASURING TAPE RUSSIAN DOLL BLUE,17229550.86,88.54967799658255,B,1.2905891716546734,Z,22.0,BZ
21804,2338.85,620,WHITE CHRISTMAS GARLAND STARS TREES,17231889.71,88.56169829914676,B,0.8696181299786205,Y,11.0,BY
85172,2336.0,4431,HYACINTH BULB T-LIGHT CANDLES,17234225.71,88.57370395440037,B,0.8819532395206003,Y,24.0,BY
22251,2335.23,1886,BIRDHOUSE DECORATION MAGIC GARDEN,17236560.94,88.58570565231045,B,1.1301040393207316,Z,25.0,BZ
22742,2334.0400000000004,780,MAKE YOUR OWN PLAYTIME CARD KIT,17238894.98,88.59770123432594,B,0.7316669587056247,Y,17.0,BY
85106,2333.74,1208,CUT GLASS HEXAGON T-LIGHT HOLDER,17241228.72,88.60969527451925,B,1.8294533206109425,Z,18.0,BZ
22409,2331.73,1717,MONEY BOX BISCUITS DESIGN,17243560.45,88.62167898450407,B,2.209649274485404,Z,21.0,BZ
22973,2330.87,1364,CHILDRENS CIRCUS PARADE MUG,17245891.32,88.63365827459869,B,0.6513377623616673,Y,14.0,BY
23367,2330.4500000000003,3063,SET 12 COLOUR PENCILS SPACEBOY,17248221.77,88.64563540614228,B,0.8621990696263228,Y,4.0,BY
23436,2327.75,1956,GIFT BAG LARGE VINTAGE CHRISTMAS,17250549.52,88.65759866128639,B,0.9525995572655511,Y,5.0,BY
21651,2327.5299999999997,1436,HANGING GLASS ETCHED TEALIGHT,17252877.05,88.66956078576091,B,0.8624984852280266,Y,15.0,BY
22642,2321.5699999999997,941,SET OF 4 NAPKIN CHARMS STARS,17255198.62,88.68149227936843,B,1.1372612328443965,Z,14.0,BZ
23437,2316.45,1901,50'S CHRISTMAS GIFT BAG LARGE,17257515.07,88.69339745921101,B,1.0718864434441981,Z,5.0,BZ
85114C,2311.04,1207,RED ENCHANTED FOREST PLACEMAT,17259826.11,88.70527483486055,B,1.1340857208614523,Z,24.0,BZ
22831,2309.9,782,WHITE BROCANTE SOAP DISH,17262136.009999998,88.71714635158587,B,0.796156108592855,Y,14.0,BY
84536A,2309.77,5112,ENGLISH ROSE NOTEBOOK A7 SIZE,17264445.779999997,88.72901720018825,B,0.5588598438347869,Y,25.0,BY
20658,2308.93,1623,RED SPOTTY LUGGAGE TAG,17266754.709999997,88.74088373168857,B,0.5311181118921474,Y,22.0,BY
21482,2308.56,744,MUSHROOM BLUE HOT WATER BOTTLE,17269063.269999996,88.75274836160823,B,1.521243080176954,Z,10.0,BZ
85199L,2305.15,3485,LARGE HANGING IVORY & RED WOOD BIRD,17271368.419999994,88.76459546614926,B,1.0120747425039436,Z,24.0,BZ
16237,2302.2599999999998,10764,SLEEPING CAT ERASERS,17273670.679999996,88.77642771780349,B,0.6699033080620053,Y,25.0,BY
22566,2299.74,2757,FELTCRAFT HAIRBAND PINK AND PURPLE,17275970.419999994,88.7882470181515,B,1.50628988720718,Z,22.0,BZ
22336,2296.65,4736,DOVE DECORATION PAINTED ZINC,17278267.069999993,88.80005043773122,B,1.3931261993555741,Z,22.0,BZ
85176,2294.25,2747,SEWING SUSAN 21 NEEDLE SET,17280561.319999993,88.81184152273363,B,1.257605206898346,Z,25.0,BZ
22363,2291.82,778,GLASS JAR MARMALADE,17282853.139999993,88.8236201189765,B,1.0052933766811298,Z,22.0,BZ
21638,2288.21,1045,ASSORTED TUTTI FRUTTI NOTEBOOK,17285141.349999994,88.83538016195935,B,1.0673425283387388,Z,21.0,BZ
21655,2287.64,1402,HANGING RIDGE GLASS T-LIGHT HOLDER,17287428.989999995,88.84713727548008,B,1.126699621069051,Z,10.0,BZ
84913A,2287.26,629,SOFT PINK ROSE TOWEL,17289716.249999996,88.85889243602607,B,0.7415367868866967,Y,22.0,BY
22133,2287.18,2489,PINK LOVE HEART SHAPE CUP,17292003.429999996,88.87064718541947,B,0.8443900452112867,Y,25.0,BY
23360,2286.4,1182,SET 8 CANDLES VINTAGE DOILEY,17294289.829999994,88.88239792607524,B,0.5859179796644501,Y,5.0,BY
21819,2283.75,3835,GLITTER CHRISTMAS STAR,17296573.579999994,88.8941350473019,B,1.4207277515714722,Z,14.0,BZ
22024,2276.45,5444,RAINY LADIES BIRTHDAY CARD,17298850.029999994,88.90583465085588,B,0.4970671872415317,X,25.0,BX
23352,2270.76,1687,ROLL WRAP 50'S RED CHRISTMAS,17301120.789999995,88.91750501118284,B,0.7059220054361771,Y,5.0,BY
85014C,2270.73,547,BLUE/BROWN DOTS RUFFLED UMBRELLA,17303391.519999996,88.92917521732755,B,2.1856593397050554,Z,7.0,BZ
21710,2270.2,731,FOLDING UMBRELLA  PINK/WHITE  SPOT,17305661.719999995,88.94084269958645,B,2.968389534553364,Z,23.0,BZ
23252,2269.11,605,VINTAGE RED ENAMEL TRIM JUG,17307930.829999994,88.9525045798915,B,0.608029359283572,Y,7.0,BY
22935,2267.81,765,BAKING MOULD ROSE MILK CHOCOLATE,17310198.639999993,88.96415977896713,B,0.9261818014676292,Y,12.0,BY
85107,2265.07,1183,CUT GLASS T-LIGHT HOLDER OCTAGON,17312463.709999993,88.97580089606703,B,1.4431956244482076,Z,20.0,BZ
85045,2264.09,476,GREEN CHRISTMAS TREE STRING 20LIGHT,17314727.799999993,88.98743697654784,B,1.6534968731551527,Z,12.0,BZ
85183A,2259.5,1499,CHARLIE & LOLA WASTEPAPER BIN BLUE,17316987.299999993,88.99904946714953,B,1.198252694797011,Z,22.0,BZ
15056n,2259.44,180,EDWARDIAN PARASOL NATURAL,17319246.739999995,89.01066164938682,B,0.6274150869703603,Y,17.0,BY
23029,2257.72,1324,DRAWER KNOB CRACKLE GLAZE GREEN,17321504.459999993,89.02226499184367,B,0.5117069950910969,Y,7.0,BY
23489,2255.43,763,VINTAGE BELLS GARLAND,17323759.889999993,89.033856565058,B,0.7735887979768967,Y,3.0,BY
21125,2255.26,2160,SET 6 FOOTBALL CELEBRATION CANDLES,17326015.149999995,89.04544726457311,B,1.062421827996567,Z,25.0,BZ
21681,2254.71,235,GIANT MEDINA STAMPED METAL BOWL,17328269.859999996,89.05703513741426,B,0.7892957476603969,Y,13.0,BY
23330,2252.09,1769,DECORATIVE WICKER HEART MEDIUM,17330521.949999996,89.0686095450085,B,0.7215587478933047,Y,5.0,BY
21476,2249.41,144,STEEL SWEETHEART ROUND TABLE CREAM,17332771.359999996,89.08017017899141,B,1.0622377228129323,Z,19.0,BZ
84469,2249.41,664,ROSE DES PADDED FLOOR CUSHION,17335020.769999996,89.09173081297432,B,1.8397410203129758,Z,4.0,BZ
22948,2248.68,2214,METAL DECORATION NAUGHTY CHILDREN,17337269.449999996,89.10328769518996,B,0.6201472651957016,Y,16.0,BY
22539,2246.84,5401,MINI JIGSAW DOLLY GIRL,17339516.289999995,89.11483512089632,B,0.756544575655226,Y,22.0,BY
21398,2242.41,2299,RED  SPOTTY COFFEE  MUG,17341758.699999996,89.12635977902872,B,1.7601238150751717,Z,17.0,BZ
23265,2240.71,1660,SET OF 3 WOODEN TREE DECORATIONS,17343999.409999996,89.13787570016886,B,1.0815132791828412,Z,7.0,BZ
